batch_id,separator,mod,plugin,plugin_path,input_id,selected_signature_counts
NQ028,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Glenmoril.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Glenmoril.esp,c9a67c9b755ca903,ALCH:11|AMMO:20|ARMO:493|BOOK:9|CONT:138|DOOR:100|ENCH:247|FLOR:2|INGR:1|PERK:31|SCRL:3|SPEL:257|TREE:2|WEAP:535
NQ028,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Gonzeh PoI.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Gonzeh PoI.esp,317731a15842f0c5,CONT:3|DOOR:1
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Grand Solitude.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Grand Solitude.esp,ff276109b8090c0f,CONT:14
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Gray Cowl of Nocturnal.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Gray Cowl of Nocturnal.esp,4cdaa093ccdd9905,ALCH:1|AMMO:1|ARMO:12|BOOK:2|ENCH:7|INGR:4|PERK:1|SPEL:16|WEAP:17
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Gryphonknight Regalia.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Gryphonknight Regalia.esp,e1ee6d8ea35ac1e4,ARMO:4|ENCH:2|WEAP:3
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Hal's Casual Outfit.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Hal's Casual Outfit.esp,f65cf99a3385af74,ARMO:38
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Headhunter.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Headhunter.esp,aaedd3c3de43c484,ARMO:5
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Helga Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Helga Armor.esp,7ce8735cf43c6d47,ARMO:8
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Helmet Toggle.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Helmet Toggle.esp,52eda489587559e9,ARMO:1
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Horse Whistle Key.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Horse Whistle Key.esp,03a1a723640e7ae6,ARMO:3
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Hunter's Loot.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Hunter's Loot.esp,da8cb81a3cfb87ad,CONT:1
NQ029,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - IMG Hagravens.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - IMG Hagravens.esp,50b6e6ee457ea603,ARMO:1
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Immersive Hunting.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Immersive Hunting.esp,6359c0c89cfd1bb5,ARMO:15|CONT:1
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Infantry Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Infantry Armor.esp,16687f90895210f5,ARMO:8|CONT:1|WEAP:1
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Inigo.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Inigo.esp,a8dfa9752f65d8d5,ALCH:2|ARMO:2|CONT:11|ENCH:2|INGR:1|WEAP:4
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Ivy Riverwood Overhaul.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Ivy Riverwood Overhaul.esp,0b97a5547611cab6,CONT:8
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Ivy's Riften Docks.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Ivy's Riften Docks.esp,4ae717dbce2d3ade,CONT:1
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Ivy's Stendarr Beacon.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Ivy's Stendarr Beacon.esp,30bf7868983fe83c,DOOR:1
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Jad Dragon Katana.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Jad Dragon Katana.esp,158aa54d3a53ecf0,WEAP:2
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Angeline.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Angeline.esp,4b043af649e1c34b,CONT:1
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Jk's Arnlief and Sons.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Jk's Arnlief and Sons.esp,a4885083ddeb6986,CONT:4
NQ030,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Bards College.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Bards College.esp,cca08bf5be082873,CONT:3
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Belethor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Belethor.esp,3e9adcc0387e0668,CONT:1|DOOR:1|WEAP:1
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Blue Palace.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Blue Palace.esp,4d8b48230a251270,ARMO:1|DOOR:1
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Jk's Castle Volkihar.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Jk's Castle Volkihar.esp,2653d8973f961a48,CONT:11|DOOR:1
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's CoW.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's CoW.esp,32b485ef0dc1f610,CONT:14
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Dragonsreach.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Dragonsreach.esp,27f6f52ac0f8bd78,CONT:1
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Fort Dawnguard.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Fort Dawnguard.esp,58646a4d3e1951fd,ARMO:5|CONT:2|WEAP:2
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's New Gnisis.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's New Gnisis.esp,1f36f6b36cf9a8da,DOOR:2
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Palace of the Kings.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Palace of the Kings.esp,e484db9f10455243,ARMO:5
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Jk's Raven Rock.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Jk's Raven Rock.esp,fb36ff458ece9264,CONT:3
NQ031,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Jk's Silver Blood Inn.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Jk's Silver Blood Inn.esp,3afc6f64b38d901d,CONT:1
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Solitude Outskirts.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Solitude Outskirts.esp,d9d7250cd902d0c3,CONT:4
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Jk's The Hags Cure.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Jk's The Hags Cure.esp,fba2ee297e4b3d30,CONT:1
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Warmaiden.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Warmaiden.esp,eb9549d8dae27c1f,CONT:1
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Barenziah.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Barenziah.esp,e4d14103e6478b59,ARMO:3
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Circlets.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Circlets.esp,e7a6e2c4ea758fa2,ARMO:3
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Knapsacks.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Knapsacks.esp,9cb447ea7d941359,CONT:5
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Radiance.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Radiance.esp,0cb9f7524815dfe3,DOOR:1|WEAP:3
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,944ae7d6cb860eb6,ALCH:2|AMMO:1|ARMO:26|BOOK:4|CONT:29|DOOR:3|ENCH:2|INGR:1|PERK:1|WEAP:16
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - ksws03.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - ksws03.esp,ace2f298c1801454,ARMO:9|CONT:4|DOOR:2|ENCH:1|SPEL:1|WEAP:2
NQ032,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Lass Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Lass Armor.esp,77a68b80a848bab3,ARMO:2
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Lastriem Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Lastriem Armor.esp,a5784e56d9cf7f34,ARMO:7
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - LOTD.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - LOTD.esp,7cc63c0084e30bdc,ACTI:3|ALCH:20|AMMO:3|ARMO:283|BOOK:95|CONT:338|DOOR:48|ENCH:84|FLST:2|MISC:4|PERK:4|SPEL:4|WEAP:407
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Lucien.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Lucien.esp,363cfd52f7e43b47,ARMO:5|CONT:6|DOOR:4|SPEL:10|WEAP:3
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Lunar Guard Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Lunar Guard Armor.esp,9bc411ad6b85f172,ARMO:4
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Lund's Hut Overhaul.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Lund's Hut Overhaul.esp,c354b368f13a45f1,DOOR:1
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Lux Via.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Lux Via.esp,4832605218869789,CONT:7
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Mage Core.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Mage Core.esp,7a6ef8caed10ce79,ARMO:169
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Mage's Daily Outfit.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Mage's Daily Outfit.esp,aaf3b66253bb3fe7,ARMO:12
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Markarth Entrance Overhaul.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Markarth Entrance Overhaul.esp,8fcea036aa89648e,CONT:6|DOOR:2
NQ033,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Medieval Towers of Skyrim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Medieval Towers of Skyrim.esp,873c90ae1116decc,DOOR:1
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Merchantress Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Merchantress Armor.esp,ef8854cc2e21a3d1,ARMO:6
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Miahil Chubloons.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Miahil Chubloons.esp,33088130ff639805,SPEL:1
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Miahil Hawk and Tern.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Miahil Hawk and Tern.esp,6464dce6e0dcf34a,CONT:4|INGR:1
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Midnight Mistress.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Midnight Mistress.esp,bc4a14d85b74098c,ARMO:3
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Mihail Bone Hawk Replacer.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Mihail Bone Hawk Replacer.esp,1010a0ce63093527,MISC:3
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Mihail Cliff Racer.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Mihail Cliff Racer.esp,649c6106bdb751ef,CONT:1
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Mihail Giant Family.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Mihail Giant Family.esp,931c8542553d2db0,WEAP:3
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Mirelle Bismath.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Mirelle Bismath.esp,6cb383966e5d92d3,CONT:23|DOOR:2
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Missives.esp,16cb0c72db26c961,CONT:3
NQ034,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Moon Blade.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Moon Blade.esp,39624ecb5340a523,ENCH:2|WEAP:4
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Moon Monk Robes.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Moon Monk Robes.esp,5b1da9f225d4c164,ARMO:41|BOOK:1
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Morskom.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Morskom.esp,6fbedf461e048845,ALCH:6|CONT:41|DOOR:22
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Mrissi.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Mrissi.esp,5bb4576428a86a02,ALCH:6|ARMO:12|CONT:7|PERK:1|WEAP:6
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - New Giant Anims.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - New Giant Anims.esp,c13a1779c59bce0a,SPEL:2
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - New Leather Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - New Leather Armor.esp,89a752e9180a9222,ARMO:6
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - New Legion.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - New Legion.esp,b40911b264d09e4f,AMMO:1|ARMO:43|WEAP:4
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Nibenean Armors.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Nibenean Armors.esp,4c21f2f4cbd37688,ARMO:29
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Nightgate Inn.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Nightgate Inn.esp,983bab8b2d585432,CONT:1
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Nimwraith.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Nimwraith.esp,f557bc47ec569d06,ARMO:15|CONT:3|ENCH:1|INGR:1|WEAP:3
NQ035,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Nirn Necessities.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Nirn Necessities.esp,76287c6af736ca23,ARMO:67
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Novice Witch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Novice Witch.esp,d8ffe6454acc38c4,ARMO:19
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Obi Hedge Knight.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Obi Hedge Knight.esp,4ceedd767de9b8d7,ARMO:3
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Obscure Magic.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Obscure Magic.esp,70baa155e60e550f,WEAP:1
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Olenveld.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Olenveld.esp,53695a9eba86cee4,AMMO:1|ARMO:42|CONT:13|DOOR:5|WEAP:12
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Penetrator.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Penetrator.esp,97ac2cc0fcf88468,ARMO:5|WEAP:1
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Pig Iron Set.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Pig Iron Set.esp,7d629b0fc20f453f,ARMO:6|WEAP:2
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Player Equipment Manager.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Player Equipment Manager.esp,1a8926eae5fe1d20,CONT:56
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Rally's Display Cases.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Rally's Display Cases.esp,b98a7235ed76700e,DOOR:2
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Redbag's ShorStone.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Redbag's ShorStone.esp,0aad29403dd27af2,CONT:1|DOOR:4
NQ036,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Redoran.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Redoran.esp,87affe90d418c732,CONT:2
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Reimperialized Abandoned Prison.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Reimperialized Abandoned Prison.esp,a74ff1b3b8bb685d,CONT:1|DOOR:11
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Remiel.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Remiel.esp,502946c146ebcb2d,ALCH:10|AMMO:1|ARMO:3|CONT:8|MISC:4|PERK:4|SPEL:6|WEAP:4
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Requiem MR - Visual Tweak.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Requiem MR - Visual Tweak.esp,89bfe3364e8b780c,WEAP:12
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Riften Expansion.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Riften Expansion.esp,6a1603cacd23de8f,ARMO:6|CONT:4|DOOR:4|INGR:1|WEAP:3
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Rogue Nord Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Rogue Nord Armor.esp,e295ab09f0fab271,ARMO:5
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Rogue Stalker.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Rogue Stalker.esp,e9875feb2f61f253,ARMO:12
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Ruby Flower Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Ruby Flower Armor.esp,31837034c2b137b7,ARMO:20|WEAP:2
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Runemaster Magic.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Runemaster Magic.esp,78291b24e3bdf0d5,WEAP:8
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Ryn's Farms.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Ryn's Farms.esp,e449017b8ddfced5,ALCH:1
NQ037,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Savior's Hide Replacer.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Savior's Hide Replacer.esp,cdc045940914cb0d,ARMO:5
NQ038,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Scout Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Scout Armor.esp,8dc1a71bbcd38328,ARMO:6
NQ038,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - SDA.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - SDA.esp,411544e5e5257c7c,CONT:5|PERK:2|SPEL:1
NQ038,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Shadow of Skyrim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Shadow of Skyrim.esp,cbe56f7399c798aa,CONT:1
NQ038,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Shanoa Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Shanoa Armor.esp,4637c3fdbf6880bd,ARMO:3
NQ038,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Siege at Icemoth.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Siege at Icemoth.esp,c7efc65e1c810fbf,ARMO:2|CONT:12|DOOR:2|ENCH:1|WEAP:2
